date,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M,PRECTOTCORR,PS,CLOUD_AMT
20220311,18.06,5.15,88.34,2.73,0.11,101.58,22.91
20220312,3.34,2.26,85.9,8.84,11.46,99.74,85.07
20220313,17.2,-0.71,69.19,8.9,0.21,102.02,52.96
20220314,17.99,4.98,81.5,5.47,0.0,102.7,55.11
20220315,16.69,7.42,87.72,5.1,0.01,102.18,65.82
20220316,18.91,8.39,83.69,3.6,0.01,102.12,24.82
20220317,5.44,8.21,97.26,4.65,11.19,101.43,89.91
20220318,17.62,9.96,91.22,3.94,0.23,101.42,66.29
20220319,12.96,10.48,95.47,5.86,2.27,100.86,74.78
20220320,9.84,9.47,82.48,5.96,0.27,100.82,80.72
20220321,21.59,8.23,73.67,5.88,0.01,101.7,20.97
20220322,19.53,7.02,68.81,5.2,0.0,102.06,71.45
20220323,10.65,4.99,73.11,6.86,3.51,102.12,94.62
20220324,6.17,7.69,96.27,5.44,26.67,100.95,98.47
20220325,14.07,8.42,83.52,4.43,0.52,100.19,87.19
20220326,11.91,7.31,82.17,5.48,2.55,99.79,81.17
20220327,12.08,4.01,74.0,8.34,2.77,100.37,74.01
20220328,16.5,-1.5,63.83,9.44,0.83,101.28,52.71
20220329,20.64,-0.15,67.65,8.06,0.08,102.01,34.71
20220330,11.99,2.81,64.8,4.23,0.0,102.02,76.99
20220331,7.97,10.36,95.71,9.88,7.49,100.46,92.29
20220401,14.28,9.19,78.36,7.43,2.4,100.34,86.32
20220402,23.37,5.63,71.44,5.59,0.01,101.59,51.72
20220403,7.12,5.98,88.32,4.44,5.38,100.91,91.44
20220404,17.54,6.36,76.46,5.06,0.0,101.4,59.56
20220405,12.35,7.09,83.37,3.38,2.45,101.57,93.68
20220406,5.81,8.3,94.2,7.01,25.01,100.78,98.59
20220407,2.54,8.17,96.47,8.32,40.54,100.42,98.97
20220408,22.9,9.61,81.86,5.33,0.05,100.24,53.43
20220409,15.1,8.59,87.11,3.97,1.07,100.28,89.36
20220410,13.19,6.98,75.31,7.07,1.48,100.82,92.03
20220411,23.01,7.28,74.58,5.03,0.0,101.76,49.12
20220412,20.56,12.25,75.83,3.16,0.59,101.52,44.65
20220413,19.87,11.73,87.39,3.66,0.1,101.39,63.9
20220414,20.05,14.12,87.9,6.54,4.94,100.8,71.81
20220415,25.77,11.66,72.98,5.55,0.39,101.8,24.25
20220416,17.46,11.04,85.25,7.58,8.03,101.24,88.24
20220417,22.34,6.89,68.19,6.16,1.29,101.98,32.26
20220418,12.26,6.69,75.78,7.94,28.68,102.19,73.42
20220419,14.76,7.82,77.68,10.26,12.01,100.65,65.1
20220420,26.97,8.64,68.16,4.9,0.0,102.61,26.88
20220421,14.45,9.5,86.43,5.02,0.0,102.95,85.14
20220422,27.19,11.95,77.34,4.7,0.04,102.66,29.05
20220423,16.78,10.13,81.43,3.41,0.13,102.61,91.23
20220424,23.46,10.14,81.24,4.73,0.0,102.28,31.95
20220425,10.33,9.84,78.46,4.92,0.0,102.18,98.61
20220426,10.67,12.09,91.62,3.4,2.58,101.57,97.93
20220427,17.55,9.55,72.11,7.51,0.45,101.32,77.88
20220428,28.75,7.21,64.67,8.98,0.0,101.56,25.71
20220429,29.01,8.41,64.11,7.03,0.0,101.75,1.51
20220430,28.72,10.0,67.46,3.57,0.04,101.84,11.31
20220501,23.82,10.66,83.53,3.0,0.05,101.84,59.7
20220502,6.58,10.81,93.63,5.11,13.32,101.64,86.29
20220503,18.54,10.74,89.52,4.4,0.03,101.93,89.18
20220504,9.61,12.29,92.73,2.29,3.73,101.38,92.28
20220505,22.5,13.74,79.17,3.64,0.02,101.63,84.12
20220506,5.12,11.31,91.45,4.1,19.7,101.22,99.69
20220507,4.37,9.47,88.24,11.66,24.6,100.88,99.79
20220508,17.84,9.91,70.74,10.24,1.85,101.7,98.62
20220509,29.22,10.77,63.52,8.63,0.0,102.18,16.35
20220510,28.41,11.62,63.99,7.9,0.05,102.47,18.13
20220511,19.38,12.73,79.26,6.03,0.23,102.3,41.31
20220512,19.64,13.47,91.79,4.23,0.24,102.39,49.82
20220513,12.08,12.7,93.91,3.88,1.08,102.29,76.36
20220514,8.88,14.4,95.92,3.1,5.79,101.66,96.39
20220515,18.14,15.83,92.14,3.82,0.41,101.02,82.36
20220516,15.94,15.6,91.54,5.92,3.25,100.42,71.89
20220517,25.42,15.75,76.74,5.36,0.02,100.74,23.2
20220518,26.91,14.36,76.18,4.29,0.37,101.29,61.38
20220519,12.12,13.8,92.85,3.83,16.8,100.73,79.61
20220520,13.9,15.19,93.83,3.17,1.67,101.24,92.45
20220521,25.96,18.6,89.8,3.27,2.28,101.51,34.37
20220522,22.71,19.79,90.42,5.24,0.88,101.49,66.24
20220523,26.42,16.96,74.05,4.34,0.61,102.03,83.35
20220524,15.5,14.93,81.31,4.39,0.06,102.42,99.02
20220525,26.8,14.16,75.02,3.95,0.0,102.69,68.74
20220526,17.35,15.15,89.06,4.63,0.33,102.28,87.82
20220527,11.31,17.41,94.86,5.76,5.91,101.2,95.51
20220528,17.62,18.87,90.31,4.1,13.3,100.68,65.19
20220529,27.36,18.4,82.52,3.12,0.06,101.6,22.5
20220530,28.04,20.1,85.88,4.44,0.09,101.73,15.85
20220531,27.61,23.24,80.72,3.6,0.57,101.31,46.21
20220601,15.65,16.74,86.82,4.8,9.73,101.2,90.4
20220602,17.46,19.23,93.84,2.29,7.09,100.55,94.93
20220603,20.95,18.69,87.44,2.58,3.5,100.71,84.11
20220604,29.47,19.0,75.79,2.88,0.01,101.03,6.57
20220605,29.92,17.72,64.96,3.38,0.0,101.46,18.17
20220606,29.14,18.93,74.77,3.49,0.0,101.62,16.75
20220607,19.12,18.93,87.44,6.93,2.76,101.57,80.67
20220608,27.36,21.35,82.67,4.11,0.75,100.99,67.78
20220609,25.33,21.22,83.47,6.33,7.25,100.34,61.77
20220610,28.26,20.05,77.31,3.21,0.07,100.94,48.67
20220611,12.79,20.63,78.44,1.84,0.74,101.17,84.67
20220612,10.44,19.65,91.98,4.4,3.58,101.32,96.47
20220613,25.25,22.1,85.9,2.89,1.91,101.15,68.65
20220614,24.14,21.69,71.28,2.66,0.32,101.2,55.74
20220615,27.75,20.54,80.0,4.34,0.06,101.75,24.88
20220616,12.6,19.95,85.07,5.8,3.29,101.79,95.86
20220617,26.79,23.17,81.84,5.48,1.81,100.49,45.21
20220618,21.82,18.83,70.67,7.83,0.27,100.55,43.56
20220619,31.36,17.4,63.47,7.06,0.09,101.29,4.0
20220620,28.53,19.12,66.39,3.89,0.0,101.79,46.7
20220621,15.92,19.97,76.71,2.75,2.87,101.8,87.8
20220622,7.9,18.18,89.65,5.91,6.93,101.54,96.0
20220623,13.33,18.96,89.27,4.1,0.69,101.33,72.06
20220624,26.24,20.52,84.03,2.89,0.11,101.52,39.35
20220625,28.78,23.25,77.22,3.26,0.04,101.74,14.0
20220626,28.5,22.58,80.02,5.25,0.02,101.71,28.15
20220627,8.98,21.88,90.99,5.04,13.94,101.32,89.72
20220628,29.32,21.29,67.5,3.25,0.0,101.91,49.24
20220629,28.42,22.05,72.49,3.84,0.05,102.12,34.0
20220630,28.69,22.99,75.47,3.83,0.03,101.99,7.61
20220701,25.57,23.79,83.07,6.37,0.15,101.54,48.05
20220702,20.71,24.35,82.71,5.99,1.25,101.13,88.75
20220703,25.89,23.64,73.58,2.4,9.33,101.49,42.73
20220704,29.06,22.89,63.33,3.36,0.01,101.91,46.68
20220705,17.5,22.79,81.65,6.9,1.58,101.43,80.34
20220706,19.15,24.9,74.92,3.79,0.04,100.92,92.76
20220707,17.06,22.43,83.47,5.0,1.41,101.4,81.59
20220708,19.43,22.7,84.56,2.98,1.36,101.45,74.08
20220709,21.16,23.32,75.61,3.01,0.46,101.51,86.05
20220710,28.35,22.23,73.28,3.95,0.0,101.63,25.7
20220711,28.75,22.62,72.96,4.65,0.0,101.25,3.35
20220712,25.27,24.06,80.51,7.07,5.25,100.74,42.66
20220713,26.21,25.37,73.57,3.48,0.6,101.01,51.85
20220714,24.57,25.49,72.71,2.38,1.0,101.28,42.31
20220715,22.95,24.05,73.33,3.71,0.17,101.86,49.58
20220716,18.47,24.05,81.43,2.53,2.25,101.72,89.2
20220717,20.66,24.43,83.84,2.84,5.44,101.5,84.44
20220718,14.55,24.99,91.57,5.79,9.62,101.08,96.76
20220719,27.36,26.53,72.51,5.02,0.09,100.7,28.26
20220720,26.47,27.15,70.79,4.63,0.17,100.65,8.73
20220721,24.67,27.28,78.03,5.49,1.67,100.39,24.64
20220722,26.36,27.75,68.19,3.87,1.21,100.98,15.87
20220723,27.72,27.74,68.52,4.26,0.4,101.41,21.68
20220724,25.39,27.37,73.44,6.2,1.47,101.39,73.05
20220725,12.72,26.65,83.24,7.16,5.05,101.04,86.2
20220726,15.7,25.05,65.92,3.54,0.23,101.35,75.01
20220727,19.56,24.78,70.49,3.6,0.63,101.19,67.22
20220728,19.77,26.07,81.82,4.85,2.99,100.9,86.83
20220729,11.71,26.03,76.53,4.13,9.09,101.09,83.9
20220730,27.27,26.0,68.23,3.25,2.43,101.49,22.91
20220731,21.36,24.59,71.2,3.39,0.38,101.91,70.52
20220801,7.92,23.53,83.41,3.09,3.68,101.26,77.73
20220802,23.86,25.88,76.72,4.36,0.38,100.87,32.8
20220803,27.08,26.01,70.02,4.31,0.01,101.35,1.89
20220804,25.23,26.55,79.15,4.7,1.14,101.59,32.89
20220805,18.03,25.99,83.6,3.58,6.06,101.86,88.17
20220806,22.91,26.26,82.64,5.32,3.4,102.1,63.89
20220807,22.58,26.77,79.82,6.57,3.02,101.93,60.91
20220808,22.74,26.99,77.89,6.81,0.7,101.44,56.96
20220809,22.45,27.55,76.72,5.34,1.22,101.16,52.12
20220810,19.29,25.5,74.57,3.24,0.11,101.46,68.9
20220811,22.89,25.48,79.05,2.88,3.75,101.04,66.86
20220812,25.26,24.94,56.89,4.2,0.07,101.35,38.5
20220813,26.65,22.71,56.8,3.97,0.01,101.71,6.05
20220814,22.18,23.06,66.18,3.55,0.02,101.63,56.45
20220815,22.65,23.47,62.11,2.95,0.1,101.42,50.62
20220816,24.06,22.87,69.45,5.26,0.19,101.46,29.57
20220817,15.66,22.98,67.49,2.97,1.71,101.37,59.68
20220818,22.89,23.8,68.15,3.63,0.53,101.15,17.34
20220819,22.96,24.78,68.22,3.93,0.03,101.62,35.28
20220820,21.47,24.86,79.98,3.5,0.43,101.94,47.54
20220821,16.24,24.01,86.28,2.93,0.94,101.79,81.08
20220822,11.68,23.54,92.09,3.87,15.4,101.11,89.7
20220823,20.5,25.27,79.35,3.04,2.06,100.83,32.92
20220824,23.09,25.51,69.62,3.51,0.4,101.29,7.63
20220825,22.73,25.78,68.63,3.5,0.3,101.51,39.85
20220826,18.47,26.17,76.51,5.02,2.38,101.2,47.76
20220827,21.43,25.41,75.74,3.15,2.37,101.42,45.02
20220828,14.39,24.29,85.36,5.43,1.81,101.88,60.06
20220829,20.22,25.3,85.11,4.17,0.54,101.76,27.36
20220830,19.85,25.64,86.87,5.28,2.58,101.04,59.67
20220831,21.02,24.99,69.07,4.83,0.87,100.77,21.86
20220901,24.07,24.47,58.54,4.85,0.0,101.24,1.26
20220902,23.73,21.39,63.79,4.45,0.0,102.2,12.99
20220903,17.94,22.95,73.86,2.86,0.01,102.24,86.23
20220904,16.77,24.51,78.6,3.54,2.86,101.82,83.27
20220905,14.08,24.52,83.49,3.6,8.0,101.71,99.43
20220906,4.28,22.89,89.93,5.57,75.12,101.42,96.61
20220907,6.93,21.62,83.45,7.35,1.87,101.33,97.24
20220908,18.13,21.58,75.02,4.64,0.18,101.16,44.0
20220909,21.44,21.39,71.61,3.98,0.0,101.65,1.14
20220910,21.02,22.1,73.94,2.99,0.03,102.16,39.5
20220911,6.13,22.18,89.05,3.03,6.59,101.79,99.86
20220912,12.98,23.56,89.78,2.87,4.81,100.89,84.9
20220913,14.69,23.98,84.46,4.47,6.15,100.61,54.8
20220914,20.45,22.22,71.93,4.32,0.01,101.27,9.61
20220915,22.12,20.45,62.14,5.02,0.03,101.9,1.81
20220916,18.64,19.69,56.2,2.09,0.0,102.06,21.48
20220917,17.81,20.6,73.02,4.16,0.0,102.21,47.44
20220918,18.06,22.81,76.87,6.1,0.04,101.66,15.97
20220919,15.26,23.39,76.45,5.33,2.17,101.12,46.6
20220920,16.96,22.38,76.01,4.27,0.16,101.05,28.57
20220921,19.43,21.56,74.28,4.19,0.02,101.14,29.29
20220922,8.02,21.11,79.42,7.6,12.9,100.3,56.18
20220923,21.08,15.17,61.5,9.35,0.01,101.18,12.9
20220924,18.84,16.04,61.57,5.46,0.0,101.37,34.36
20220925,9.77,19.37,78.24,5.73,4.57,100.56,88.54
20220926,16.45,19.49,75.98,5.69,1.4,100.5,38.67
20220927,17.09,18.75,60.65,5.45,0.0,101.0,47.45
20220928,16.28,17.43,68.93,4.46,0.05,101.82,38.28
20220929,18.18,16.74,68.83,6.06,0.01,102.51,45.98
20220930,10.63,15.94,76.75,6.2,0.22,102.32,99.36
20221001,6.16,15.72,87.91,10.52,21.53,101.38,83.35
20221002,3.68,14.81,75.13,11.45,14.16,101.57,94.27
20221003,3.55,12.59,77.9,10.83,26.76,102.04,99.79
20221004,2.37,13.68,91.05,11.23,30.75,101.27,95.66
20221005,5.16,15.31,92.63,6.26,10.43,101.09,77.85
20221006,16.97,16.99,79.53,3.22,0.05,101.3,38.58
20221007,16.51,17.89,81.16,4.65,0.09,101.33,36.76
20221008,15.84,12.85,68.56,5.09,0.9,101.94,39.05
20221009,17.28,13.01,66.6,5.35,0.0,101.98,3.89
20221010,16.17,14.6,72.18,4.29,0.0,102.13,14.28
20221011,16.3,15.42,78.74,3.4,0.01,102.43,1.29
20221012,15.53,15.68,84.67,4.35,0.02,102.11,48.31
20221013,4.38,18.05,95.57,6.1,34.13,101.06,99.83
20221014,15.23,15.67,72.66,4.76,8.96,101.06,27.32
20221015,15.84,15.38,81.38,4.08,0.07,101.47,3.48
20221016,12.02,15.05,77.72,2.89,0.04,101.21,58.49
20221017,7.69,16.22,89.27,5.1,5.45,100.38,97.12
20221018,14.65,11.7,68.02,5.94,0.81,100.35,37.15
20221019,11.62,10.34,69.22,6.43,0.0,100.96,36.99
20221020,15.19,11.66,68.53,7.3,0.0,101.46,13.5
20221021,15.16,12.77,69.23,3.6,0.0,101.88,2.99
20221022,14.76,14.17,73.6,2.45,0.0,102.31,35.92
20221023,5.05,14.43,90.13,7.09,9.2,102.23,97.44
20221024,4.22,15.5,96.17,5.69,10.28,101.87,75.28
20221025,5.55,17.3,97.13,3.5,1.58,101.63,65.81
20221026,6.89,17.34,93.63,3.29,0.51,100.85,56.9
20221027,14.17,14.7,73.04,6.94,0.02,101.84,5.48
20221028,10.89,11.06,74.68,6.75,0.0,103.07,67.72
20221029,13.94,11.59,76.93,4.68,0.0,102.9,8.68
20221030,13.03,12.53,75.93,2.82,0.02,102.23,53.61
20221031,8.43,15.04,87.6,3.24,5.24,101.64,82.21
20221101,5.18,16.62,90.31,4.01,1.71,101.54,67.2
20221102,12.73,15.76,78.42,3.53,0.0,102.36,15.45
20221103,12.69,14.72,83.87,2.36,0.02,102.7,1.93
20221104,11.21,15.99,94.22,2.57,0.14,102.54,41.75
20221105,8.77,17.48,94.17,6.11,0.12,102.23,69.43
20221106,4.69,18.0,93.85,6.75,0.4,102.13,77.36
20221107,11.77,18.16,75.94,5.98,0.43,102.13,26.0
20221108,12.59,11.24,62.1,7.8,0.0,103.15,16.83
20221109,11.88,9.22,70.77,4.32,0.0,103.45,9.3
20221110,11.57,13.69,89.16,3.91,0.08,102.62,31.1
20221111,2.39,16.68,97.34,6.29,22.68,101.33,98.31
20221112,8.35,17.83,86.73,6.49,7.3,100.19,74.67
20221113,7.75,11.3,79.01,7.23,6.52,101.08,67.86
20221114,11.88,6.46,70.69,5.53,0.0,102.51,10.26
20221115,4.85,7.05,79.49,5.33,16.32,102.68,76.92
20221116,7.55,9.55,87.45,7.44,7.13,101.13,66.75
20221117,8.99,6.05,77.24,7.96,0.05,101.36,53.15
20221118,10.01,5.5,72.46,7.52,0.11,101.88,35.0
20221119,10.86,4.0,70.01,6.47,0.0,102.08,20.65
20221120,11.0,2.85,69.25,8.97,0.0,101.99,16.44
20221121,10.33,3.27,70.96,6.44,0.0,102.78,25.27
20221122,10.25,6.73,74.22,5.17,0.0,102.49,6.97
20221123,10.11,7.82,76.17,4.93,0.0,102.24,3.75
20221124,9.07,8.33,80.09,3.85,0.0,102.54,36.15
20221125,5.49,9.8,85.69,7.05,1.81,101.24,78.42
20221126,10.07,8.25,76.01,6.35,0.01,101.49,25.79
20221127,1.46,10.61,93.15,7.11,21.51,100.44,84.8
20221128,6.3,9.7,82.05,7.03,0.13,100.58,48.29
20221129,6.64,5.17,75.65,2.8,0.06,102.29,64.1
20221130,2.45,10.48,85.36,8.79,20.58,101.24,85.18
20221201,8.46,4.44,68.93,8.13,0.0,102.34,18.17
20221202,9.44,4.57,72.03,3.87,0.0,103.14,27.57
20221203,2.1,11.17,90.49,9.65,20.34,101.93,76.11
20221204,9.4,5.44,63.98,4.17,0.0,102.13,9.23
20221205,8.53,6.16,66.14,2.97,0.0,102.35,38.72
20221206,1.61,11.33,95.25,5.96,9.87,102.4,98.36
20221207,3.98,12.54,97.26,5.43,6.24,101.96,97.39
20221208,4.99,8.98,83.52,6.14,0.0,102.12,76.81
20221209,9.44,4.74,74.69,6.96,0.0,102.37,5.17
20221210,7.71,3.47,81.53,6.59,0.25,102.64,47.3
20221211,2.24,5.26,92.08,6.67,5.53,102.12,99.93
20221212,4.81,2.51,86.36,7.05,0.89,102.03,69.62
20221213,9.3,1.55,74.37,5.74,0.0,102.3,9.31
20221214,8.92,1.82,77.34,7.5,0.0,101.97,41.0
20221215,1.28,4.74,88.95,8.43,25.13,101.81,99.76
20221216,3.19,6.67,93.99,10.6,24.79,100.1,89.11
20221217,5.77,4.39,81.03,7.67,0.01,100.62,66.44
20221218,5.59,2.38,78.76,6.61,0.01,101.31,52.28
20221219,6.23,1.68,78.37,7.99,0.0,102.24,28.23
20221220,8.73,1.72,78.54,5.97,0.0,102.8,29.01
20221221,8.59,1.97,70.24,2.62,0.0,103.05,51.98
20221222,2.38,7.21,87.61,7.75,22.64,102.15,99.98
20221223,2.66,3.65,89.17,13.73,19.19,99.35,81.5
20221224,6.11,-8.32,95.34,10.61,0.28,100.95,42.88
20221225,8.57,-3.88,84.44,8.62,0.01,101.35,13.8
20221226,8.57,-2.43,78.88,5.83,0.0,102.21,51.83
20221227,5.57,0.62,73.24,4.91,0.0,102.46,91.02
20221228,8.07,3.82,79.2,4.75,0.0,102.53,62.85
20221229,8.23,4.42,94.88,4.85,0.0,102.5,60.27
20221230,8.03,5.51,97.2,4.66,0.05,102.38,40.55
20221231,2.71,8.0,99.07,4.18,22.34,101.45,99.85
20230101,8.62,7.42,90.12,4.65,2.88,101.19,35.02
20230102,5.21,7.26,91.79,2.84,0.33,101.89,95.1
20230103,2.59,9.01,98.08,5.24,5.81,101.32,99.71
20230104,5.59,10.37,97.14,4.28,8.91,100.9,93.76
20230105,4.17,8.46,96.42,3.66,0.54,101.24,93.35
20230106,4.13,6.28,89.52,4.33,6.52,101.47,78.42
20230107,5.42,4.41,83.45,5.86,0.04,102.02,73.59
20230108,7.21,2.44,74.69,4.13,0.01,102.38,61.89
20230109,8.82,4.0,83.48,4.84,1.31,101.36,41.27
20230110,4.2,3.52,79.72,4.39,0.02,101.64,82.56
20230111,6.05,2.81,74.57,4.33,0.0,102.23,92.03
20230112,3.17,7.59,92.91,6.39,2.59,101.55,99.44
20230113,3.62,8.18,88.36,8.62,4.97,100.11,99.4
20230114,4.83,1.54,80.27,9.8,0.41,100.79,87.8
20230115,10.09,1.09,76.52,10.31,0.05,101.42,19.84
20230116,10.21,1.88,72.35,7.63,0.1,101.07,15.42
20230117,3.39,3.49,81.12,3.86,1.46,100.55,80.48
20230118,7.98,6.07,88.88,5.91,0.08,100.87,58.03
20230119,3.56,4.98,93.83,4.04,38.52,101.07,97.98
20230120,4.62,5.11,87.78,6.78,0.32,100.51,75.76
20230121,4.14,3.23,77.89,4.73,0.13,101.9,90.8
20230122,3.3,4.07,80.82,2.67,27.52,101.72,99.9
20230123,3.48,3.34,89.77,8.0,13.32,100.35,98.77
20230124,10.0,3.25,79.74,6.71,0.03,101.98,65.29
20230125,2.42,4.86,81.88,6.08,31.43,101.72,99.68
20230126,5.36,6.22,82.25,8.91,7.45,100.32,70.55
20230127,8.0,3.12,77.6,5.03,0.03,101.81,38.89
20230128,9.48,5.2,82.44,5.86,0.0,102.31,74.79
20230129,3.71,6.18,94.23,5.31,0.03,102.18,89.68
20230130,8.21,6.35,90.95,3.08,0.01,101.93,68.12
20230131,5.89,3.25,80.59,5.15,1.23,102.09,97.83
20230201,10.81,0.55,74.75,4.6,0.41,102.27,61.33
20230202,12.2,1.45,65.25,4.6,0.0,101.83,72.09
20230203,11.3,-3.5,74.26,11.88,0.01,101.66,49.39
20230204,11.6,-7.2,82.44,6.94,0.0,103.34,28.35
20230205,8.74,3.46,80.26,7.33,0.0,102.09,97.73
20230206,8.62,4.48,88.29,6.62,0.06,101.55,50.27
20230207,8.38,2.24,79.62,4.98,0.68,102.41,72.59
20230208,13.31,5.36,84.2,4.48,0.1,102.18,36.65
20230209,3.1,6.75,88.46,4.78,0.33,101.95,85.27
20230210,13.41,9.19,83.62,7.29,0.0,101.18,35.85
20230211,14.32,4.35,67.13,5.06,0.0,102.32,35.98
20230212,6.55,4.82,78.83,3.57,1.37,101.6,99.34
20230213,13.67,6.19,79.51,6.91,0.7,100.16,41.03
20230214,14.66,6.33,73.45,5.02,0.0,101.58,24.86
20230215,12.66,8.84,87.9,6.81,0.0,101.6,57.66
20230216,6.06,10.19,92.5,3.96,4.25,101.36,89.22
20230217,2.7,8.11,89.0,8.93,7.82,100.49,95.47
20230218,15.56,1.62,70.71,6.34,0.0,102.47,36.08
20230219,9.94,5.0,88.18,5.69,0.05,102.3,80.08
20230220,9.54,8.16,90.07,3.95,0.53,100.57,81.22
20230221,6.15,5.18,88.41,4.93,8.69,100.37,70.36
20230222,4.02,4.3,75.41,3.89,1.63,101.71,82.06
20230223,6.28,5.16,93.91,3.91,1.02,101.14,91.26
20230224,14.29,3.62,76.44,8.26,0.17,102.25,40.72
20230225,6.73,-1.41,75.54,3.33,0.11,102.76,71.98
20230226,9.83,3.35,81.8,5.55,0.06,101.21,41.92
20230227,14.7,2.73,74.04,5.49,5.43,101.2,58.9
20230228,3.63,3.0,93.62,6.59,9.12,100.62,75.95
20230301,11.71,3.91,84.83,4.48,0.05,101.74,70.09
20230302,8.27,6.63,89.19,4.67,1.14,100.57,96.69
20230303,9.42,4.3,76.1,6.05,9.62,101.37,86.7
20230304,6.32,6.34,89.88,7.89,21.78,100.05,84.28
20230305,13.74,5.32,79.52,5.33,0.04,101.86,43.23
20230306,14.59,5.46,75.23,5.19,0.08,101.74,51.36
20230307,17.53,3.61,69.53,8.74,2.29,101.0,58.19
20230308,17.53,2.69,75.86,9.41,0.0,101.89,38.89
20230309,18.52,4.04,79.43,6.59,0.01,102.01,12.01
20230310,7.01,4.35,88.28,3.98,7.76,101.28,91.23
20230311,7.47,4.68,87.83,6.76,7.51,100.63,95.68
20230312,11.91,3.59,77.77,4.31,0.03,101.48,70.69
20230313,5.22,4.96,93.17,6.94,22.79,100.93,99.89
20230314,8.12,2.5,82.97,12.97,4.7,99.96,96.66
20230315,18.14,2.87,75.6,11.34,0.04,100.93,46.92
20230316,16.35,5.07,71.44,5.23,0.0,101.52,49.06
20230317,11.22,7.44,90.1,4.66,0.1,100.51,95.76
20230318,18.9,6.49,74.63,5.93,0.51,100.58,58.34
20230319,19.64,1.32,65.84,7.96,0.01,101.62,21.86
20230320,21.51,3.65,69.02,4.77,0.0,102.43,2.06
20230321,21.13,6.33,77.03,4.93,0.0,102.68,21.87
20230322,15.82,7.14,89.43,4.9,0.16,102.52,82.39
20230323,6.08,9.31,96.09,4.76,7.29,101.16,99.22
20230324,9.58,7.56,74.16,3.29,0.35,101.35,97.04
20230325,2.06,6.69,92.97,6.53,8.16,101.11,98.87
20230326,22.53,8.72,77.73,4.99,0.04,101.14,16.54
20230327,14.09,7.12,84.15,4.91,6.63,101.45,55.82
20230328,10.04,6.81,81.56,3.15,0.59,101.68,88.53
20230329,21.86,6.33,73.92,4.7,0.08,101.83,43.05
20230330,24.35,3.65,61.08,6.18,0.1,102.41,10.22
20230331,12.17,6.84,82.6,4.75,0.32,102.11,78.03
20230401,13.15,11.61,90.11,8.08,15.41,99.87,81.7
20230402,24.2,6.52,66.2,7.6,0.05,101.21,28.9
20230403,21.12,7.52,75.87,5.98,0.0,101.82,35.76
20230404,18.96,11.13,93.31,4.58,0.11,101.61,36.04
20230405,6.58,9.56,96.69,4.12,0.97,102.05,97.38
20230406,14.41,12.9,93.62,3.91,2.13,101.85,92.24
20230407,9.25,9.53,69.7,5.1,0.56,102.56,99.5
20230408,19.77,5.81,61.42,4.22,0.0,103.07,92.4
20230409,24.65,6.64,72.51,3.89,0.0,103.15,14.28
20230410,24.66,8.67,76.26,4.48,0.0,102.86,1.46
20230411,19.89,11.57,75.38,6.05,0.0,101.83,60.4
20230412,23.01,15.53,72.33,5.26,0.0,101.0,38.47
20230413,24.33,16.83,77.18,4.92,0.0,100.99,0.81
20230414,21.78,16.55,83.82,4.7,0.04,101.05,56.34
20230415,12.83,13.41,96.28,4.02,12.23,101.11,90.1
20230416,10.08,13.27,92.66,2.39,0.5,100.85,97.21
20230417,15.44,12.94,83.39,4.59,2.33,100.18,82.39
20230418,16.93,10.74,69.62,6.67,0.01,100.74,62.73
20230419,23.23,10.16,68.45,4.15,0.0,101.66,46.24
20230420,23.95,9.78,73.54,3.74,0.09,102.12,50.22
20230421,23.16,11.43,90.25,5.14,0.21,101.67,33.03
20230422,17.98,12.42,94.48,5.58,0.8,101.22,93.8
20230423,19.28,13.43,83.26,5.87,40.94,100.88,63.76
20230424,22.82,10.65,75.83,3.44,0.06,101.59,31.55
20230425,19.78,10.68,73.34,2.65,0.07,101.99,40.27
20230426,17.22,10.48,84.49,3.91,0.48,102.18,70.24
20230427,11.13,10.54,87.3,3.27,13.12,102.14,95.19
20230428,5.28,10.17,89.34,7.24,13.95,101.89,99.81
20230429,7.01,10.82,93.77,9.3,41.42,101.0,98.23
20230430,2.56,11.81,96.63,7.0,39.05,99.58,99.61
20230501,19.62,11.81,77.8,7.25,1.25,99.25,80.77
20230502,14.42,10.38,78.86,6.34,1.36,99.54,94.1
20230503,13.52,9.88,79.12,3.68,1.59,99.87,98.68
20230504,10.69,10.27,84.65,3.28,1.65,101.04,94.81
20230505,18.91,11.61,84.12,2.72,0.27,102.08,48.45
20230506,26.8,14.15,76.74,2.86,0.0,102.13,18.05
20230507,23.79,14.69,81.36,4.02,0.39,101.37,60.6
20230508,26.09,16.35,78.59,3.93,0.67,100.74,62.91
20230509,19.84,13.81,71.98,3.65,0.0,101.37,59.4
20230510,27.25,14.15,78.14,3.03,0.0,101.92,2.46
20230511,25.74,16.05,78.41,4.52,0.0,101.81,17.88
20230512,23.16,18.32,77.28,4.68,0.0,101.63,61.49
20230513,11.58,18.35,80.08,4.12,0.02,101.5,91.03
20230514,28.0,15.67,71.03,3.81,0.0,102.05,71.74
20230515,29.3,15.1,72.54,4.62,0.0,102.01,14.41
20230516,23.95,16.68,77.51,5.76,0.0,100.56,53.26
20230517,30.34,13.86,65.89,6.63,0.01,100.81,17.91
20230518,28.92,10.98,65.67,4.8,0.0,102.47,7.46
20230519,21.39,13.76,86.13,5.46,0.04,102.51,67.32
